path,label
id00476/n7LYlZpjjzM/00164/fake_video_fake_audio.mp4,1
id07121/zslIav4Gc1k/00156/fake_video_real_audio.mp4,1
id03460/Ia0CS8uvegg/00125/fake_video_fake_audio.mp4,1
id07578/83MgGGzfu68/00109/real.mp4,0
id07292/JhpY8ARPBDY/00028/fake_video_real_audio.mp4,1
id00758/adkuIdGsSOM/00116/fake_video_real_audio.mp4,1
id07832/9JxOTSAO6As/00031/real_video_fake_audio.mp4,1
id05687/C3mwxNhG4uI/00039/fake_video_fake_audio.mp4,1
id03817/TQ-7RbP9aEA/00050/real.mp4,0
id07135/ME8vUI8IndA/00095/real_video_fake_audio.mp4,1
id00462/vmmu1757Ri0/00449/fake_video_fake_audio.mp4,1
id04684/5RF365tSXEE/00025/fake_video_fake_audio.mp4,1
id06368/6qda1Wn7m58/00064/real.mp4,0
id02980/WZJJCeRo5cI/00265/real.mp4,0
id04618/5qmLuRP4Gv0/00024/fake_video_fake_audio.mp4,1
id04738/R_qHCQwbgkM/00247/fake_video_fake_audio.mp4,1
id08695/bCsT9Z1Uy48/00033/fake_video_fake_audio.mp4,1
id08973/LSySooTXTEQ/00108/real.mp4,0
id03870/eVAH-rWzoBY/00100/real_video_fake_audio.mp4,1
id07621/TwoL4k9wih4/00251/fake_video_fake_audio.mp4,1
id02548/YvMXFAjM0pQ/00234/real.mp4,0
id09171/9Nc9M_5GdNo/00073/fake_video_real_audio.mp4,1
id01274/7nIcI0EoO_o/00027/fake_video_real_audio.mp4,1
id00620/kVUYPTwcwl4/00310/real.mp4,0
id04740/s0ZF-8Jna2Y/00122/real.mp4,0
id03704/Path3ATD1l0/00038/real_video_fake_audio.mp4,1
id03298/Ag7OAHi9cuA/00077/real.mp4,0
id00064/ic_oPTpyz4A/00334/real.mp4,0
id00060/31m52tH1T1Q/00044/fake_video_real_audio.mp4,1
id05124/nCbrN6svWRw/00421/fake_video_fake_audio.mp4,1
id04405/yY_AmwZHT0c/00016/real.mp4,0
id06593/zJC7UcQfVms/00151/real_video_fake_audio.mp4,1
id07462/pdEbguVR8R0/00199/real_video_fake_audio.mp4,1
id05221/egbOcW2njJQ/00045/real.mp4,0
id01121/YKapsSvVX0g/00299/real.mp4,0
id02572/W4kNuVSvgqQ/00093/fake_video_real_audio.mp4,1
id06154/VaMjomctkgw/00075/fake_video_real_audio.mp4,1
id04229/9NxlfVlrzRc/00079/real.mp4,0
id08335/68cCBFOA2y0/00009/real.mp4,0
id04163/7lMFzyUUem4/00099/real.mp4,0
id04953/igof5Qg4bxw/00118/fake_video_fake_audio.mp4,1
id01681/gk3J5NZkUXk/00397/fake_video_fake_audio.mp4,1
id08165/ARJT4s0OBVM/00023/fake_video_fake_audio.mp4,1
id01167/aPXo1tI4Wog/00046/real.mp4,0
id06983/HY0wlAsc_7M/00124/real.mp4,0
id05893/qZh1MrDHLoY/00459/fake_video_real_audio.mp4,1
id03215/UGNHaXOV4OM/00229/real_video_fake_audio.mp4,1
id01040/HobDouZNOWA/00112/real_video_fake_audio.mp4,1
id06717/L1z880RVLCE/00154/real_video_fake_audio.mp4,1
id09171/Pi4etPfDSgs/00231/real_video_fake_audio.mp4,1
id08215/Cdg7UTwuEcU/00025/real.mp4,0
id00074/9QIevQTjDgo/00003/real_video_fake_audio.mp4,1
id07115/3XtD1_9pFSQ/00005/fake_video_fake_audio.mp4,1
id04236/gE5DPqt3jgA/00078/real.mp4,0
id07363/NVwApUBi-kQ/00032/real_video_fake_audio.mp4,1
id03460/lwXE52e9JFg/00344/fake_video_fake_audio.mp4,1
id04334/fL6Rxe9BV_U/00333/real_video_fake_audio.mp4,1
id01402/hW4mukGDggM/00094/real_video_fake_audio.mp4,1
id06111/fvpBrP3PCLo/00079/real_video_fake_audio.mp4,1
id06414/N3Ps-kxWT9Y/00150/fake_video_fake_audio.mp4,1
id01338/SEXtJ2os-XI/00023/real.mp4,0
id02463/vw8JqDQCvnI/00460/fake_video_fake_audio.mp4,1
id00760/oegwLrZdk8w/00144/fake_video_fake_audio.mp4,1
id06247/UPSSeRPvZD0/00081/fake_video_fake_audio.mp4,1
id03201/nXg9H4xch6Q/00359/fake_video_fake_audio.mp4,1
id06432/_z0d6zBO_nU/00269/fake_video_fake_audio.mp4,1
id00832/DyJFANmP85c/00034/fake_video_fake_audio.mp4,1
id07034/ok3cC8utSwg/00075/fake_video_real_audio.mp4,1
id04751/Z6KxnaHmn4o/00079/fake_video_real_audio.mp4,1
id00670/CBpnCEm2128/00022/real_video_fake_audio.mp4,1
id08183/1LJs7wIU0a4/00001/fake_video_real_audio.mp4,1
id04456/tvHEsNXIPr0/00030/fake_video_fake_audio.mp4,1
id01434/kW5XJlnmvdk/00140/real.mp4,0
id06109/gkrOt9Qposg/00393/real_video_fake_audio.mp4,1
id01333/QeRAaXF37a8/00189/real_video_fake_audio.mp4,1
id00823/8SOAzbC8cqk/00050/real.mp4,0
id01042/Hyg9BhqESxU/00042/fake_video_fake_audio.mp4,1
id05832/6jUTgayVBr4/00060/fake_video_real_audio.mp4,1
id06415/y4Np6D14fLE/00483/real_video_fake_audio.mp4,1
id08982/gWcjI75CG2E/00032/real.mp4,0
id04334/PJk-FFTqtYk/00212/fake_video_real_audio.mp4,1
id08694/ggcDZ8NGK_E/00379/real.mp4,0
id00829/fEVizCguIL4/00364/fake_video_real_audio.mp4,1
id02299/_-mC9yMQucA/00299/fake_video_fake_audio.mp4,1
id03312/l_gv-dj8C80/00397/real_video_fake_audio.mp4,1
id01209/lNHysr_IluI/00428/fake_video_fake_audio.mp4,1
id01048/HSxo8jc7_EU/00053/fake_video_real_audio.mp4,1
id04048/ziFOR9SWPOc/00091/fake_video_fake_audio.mp4,1
id05685/3uTrC6YcPfs/00003/fake_video_fake_audio.mp4,1
id01223/LLLfB99zzzI/00209/real.mp4,0
id05710/eJvfSMM8Hmk/00356/real_video_fake_audio.mp4,1
id02457/ODUVHKs9eDA/00194/fake_video_real_audio.mp4,1
id07837/I5TpSn5AJ6U/00126/fake_video_real_audio.mp4,1
id01103/KOw7xxGSTCs/00038/fake_video_real_audio.mp4,1
id01461/mtrZs0yWfUo/00092/real.mp4,0
id07719/Di1vCaxtFuE/00054/real_video_fake_audio.mp4,1
id04406/tM70Uxme0PI/00165/fake_video_fake_audio.mp4,1
id06874/PsdBgW_Qbxg/00181/fake_video_fake_audio.mp4,1
id06552/XRFHAwDDZqE/00308/fake_video_real_audio.mp4,1
id03774/hy2XpLsiaLg/00087/real.mp4,0
id08335/ctbIRqsggZ8/00442/fake_video_real_audio.mp4,1
id01512/GGm3gy1azBI/00034/fake_video_fake_audio.mp4,1
id00502/LwLqmLW6y9g/00078/fake_video_fake_audio.mp4,1
id08903/XSebaAb5p14/00067/real_video_fake_audio.mp4,1
id02724/KhURqUQfrXQ/00088/real_video_fake_audio.mp4,1
id08456/MFbZdyuSE3E/00133/real_video_fake_audio.mp4,1
id04198/plAUEYGezKw/00422/real.mp4,0
id06948/nBj5ztlpU54/00357/fake_video_real_audio.mp4,1
id04476/mUWEaL7tSvM/00085/fake_video_real_audio.mp4,1
id04907/MCjYhP0f9ik/00216/real.mp4,0
id00372/a63jB1Z3ALc/00103/fake_video_fake_audio.mp4,1
id02724/YBSFS1j4ems/00231/real.mp4,0
id04827/FWXQGX7a5xA/00027/real_video_fake_audio.mp4,1
id01098/xI7APkGaSZQ/00481/real_video_fake_audio.mp4,1
id01431/3xQuCFajiV4/00004/real.mp4,0
id07998/mO2ONlIRgQk/00164/real.mp4,0
id01224/v6nmRckCEa0/00441/fake_video_fake_audio.mp4,1
id00903/JsDnIQfY8iE/00063/fake_video_real_audio.mp4,1
id01764/JTXdQQ7mLx8/00154/fake_video_fake_audio.mp4,1
id06862/3_lwxwrcfpU/00004/real.mp4,0
id04588/08lI86CXfD4/00029/real_video_fake_audio.mp4,1
id01097/dPwTP6_236U/00128/real_video_fake_audio.mp4,1
id01298/2jdrSgg13BE/00024/fake_video_real_audio.mp4,1
id07459/Aopd7aXTQ2g/00025/real_video_fake_audio.mp4,1
id03983/4PHBxTX0ftQ/00052/fake_video_real_audio.mp4,1
id08315/1hgw3HasJEo/00012/real_video_fake_audio.mp4,1
id06874/ZM_O-inUgIc/00272/fake_video_fake_audio.mp4,1
id00462/am-3aXjRJhg/00349/real_video_fake_audio.mp4,1
id08477/Y1Y-Si4l0fw/00302/real.mp4,0
id05917/ZtxKEmB4WPM/00098/real_video_fake_audio.mp4,1
id04261/p0ayIy6p1PY/00157/fake_video_real_audio.mp4,1
id01187/bS8DKOZokcs/00117/fake_video_real_audio.mp4,1
id00184/kC78MIMgpx4/00356/real.mp4,0
id03867/gXO8fyUAcfY/00113/fake_video_fake_audio.mp4,1
id03887/sOOf0MHZ2qk/00074/fake_video_fake_audio.mp4,1
id00530/7s-dG98HhWg/00016/fake_video_real_audio.mp4,1
id00289/VLGzDRueEJY/00052/real.mp4,0
id06529/W3RtdMIoGfo/00206/fake_video_fake_audio.mp4,1
id01096/JpmIw6QmJ18/00052/fake_video_real_audio.mp4,1
id00903/VSd5k3WqduU/00170/real_video_fake_audio.mp4,1
id02722/qkT7oMgQWjY/00092/real.mp4,0
id05401/VHuHWyh5SWc/00248/fake_video_fake_audio.mp4,1
id03977/ihtFE4ck4Is/00114/fake_video_fake_audio.mp4,1
id08529/og-T5vfxI9o/00310/real.mp4,0
id00525/m_MFmfWIDqE/00058/fake_video_fake_audio.mp4,1
id08694/UbaLCyiByH0/00237/real_video_fake_audio.mp4,1
id02760/qkbo1vxN40Y/00418/real.mp4,0
id04751/JppOjqOnHws/00035/real.mp4,0
id03372/KY6uIvMMLbo/00063/real_video_fake_audio.mp4,1
id04884/aySQAaP_zzs/00022/real_video_fake_audio.mp4,1
id07776/kkmldn0i1C8/00348/fake_video_fake_audio.mp4,1
id04517/WEmhLqWdl7g/00285/fake_video_real_audio.mp4,1
id01000/w-heJCr7jto/00131/real.mp4,0
id01743/V5Trp6VuuRI/00082/real_video_fake_audio.mp4,1
id00492/qP_drfE9nZs/00296/real_video_fake_audio.mp4,1
id07398/a2x-3QEkvVo/00016/fake_video_real_audio.mp4,1
id03245/vJTTA-B4K4M/00090/fake_video_fake_audio.mp4,1
id05010/tcAQtf1OBWw/00420/fake_video_real_audio.mp4,1
id00555/rzAO2RtIiS4/00031/fake_video_real_audio.mp4,1
id01097/UkLPBESJHDQ/00071/real.mp4,0
id02105/Stjh3J2A3LY/00184/fake_video_real_audio.mp4,1
id01593/J-NPsvtQ8lE/00206/fake_video_real_audio.mp4,1
id01768/jJRfNMl-Yd0/00264/fake_video_fake_audio.mp4,1
id04034/iZOQ6wdufiQ/00149/real_video_fake_audio.mp4,1
id03701/ZDkBUWhIza4/00103/real_video_fake_audio.mp4,1
id03550/NzM-thwbj2c/00055/fake_video_fake_audio.mp4,1
id08456/MFbZdyuSE3E/00134/fake_video_fake_audio.mp4,1
id04997/0EGqMQhivHc/00020/fake_video_real_audio.mp4,1
id02301/oELRRekDVWU/00124/fake_video_fake_audio.mp4,1
id07975/8WEi-HWpG_E/00039/real.mp4,0
id00190/V2UxwEp_EVg/00055/real.mp4,0
id04907/MCjYhP0f9ik/00202/fake_video_real_audio.mp4,1
id00636/WEdPJ5Us5hw/00010/real_video_fake_audio.mp4,1
id03947/3igL0WhZqxM/00039/real.mp4,0
id08477/FkxSAhlIfFQ/00144/real_video_fake_audio.mp4,1
id05124/UBUFmICrT-I/00282/real.mp4,0
id06415/E_9-8dPhwu4/00140/fake_video_fake_audio.mp4,1
id08240/oOHZVFqhg9A/00319/fake_video_fake_audio.mp4,1
id05187/xOMiAvb5D0Q/00059/fake_video_fake_audio.mp4,1
id00701/2Sw9-lpNGWI/00005/real_video_fake_audio.mp4,1
id04757/ip838BezvnA/00361/real.mp4,0
id01501/505_GSYobrE/00061/real.mp4,0
id02213/muM0prC--vQ/00026/fake_video_fake_audio.mp4,1
id04885/RCqZfavTI-s/00019/fake_video_fake_audio.mp4,1
id04031/2Ji2RcZqmAI/00049/fake_video_real_audio.mp4,1
id01050/f6wpX3io9yc/00150/fake_video_real_audio.mp4,1
id01688/XfhYg92Qqr8/00022/fake_video_real_audio.mp4,1
id08573/qbZg3ryxyNs/00421/fake_video_fake_audio.mp4,1
id07911/5DA4Zn_k3Rc/00069/real_video_fake_audio.mp4,1
id04202/d-uRl8uPWrE/00121/fake_video_real_audio.mp4,1
id08374/zAQvDHZR--g/00482/fake_video_fake_audio.mp4,1
id01209/94t0BwkhNzg/00151/fake_video_fake_audio.mp4,1
id06289/ZLEZPW4aEL8/00347/fake_video_fake_audio.mp4,1
id05253/fuOeM7-fYLQ/00148/fake_video_fake_audio.mp4,1
id01530/dBlNMtwkJmQ/00095/real_video_fake_audio.mp4,1
id01373/Mi0mfNwdCr0/00080/fake_video_fake_audio.mp4,1
id02157/s7JStMzBWqs/00398/fake_video_real_audio.mp4,1
id01110/SVfQn0uyEAc/00113/real.mp4,0
id07578/53yk80BL5HE/00061/fake_video_real_audio.mp4,1
id05915/_ON_Cyz7GRU/00132/fake_video_fake_audio.mp4,1
id02573/Gm5Fy2aDbAs/00137/real.mp4,0
id01155/h2iylvYAfVw/00153/fake_video_fake_audio.mp4,1
id03027/KZJibzmf1fQ/00064/fake_video_fake_audio.mp4,1
id05010/l8qg2Am9Ylk/00337/fake_video_real_audio.mp4,1
id01742/V0eqraPtq14/00023/fake_video_real_audio.mp4,1
id02157/ZknwwG6Kc4k/00291/fake_video_real_audio.mp4,1
id04406/5nthhOP0-HI/00061/fake_video_fake_audio.mp4,1
id04996/gOuLl4I7t-o/00114/real.mp4,0
id08546/L5GxJRcnkWQ/00139/fake_video_real_audio.mp4,1
id05121/HmTM-HAZu1U/00091/fake_video_real_audio.mp4,1
id03720/RGrdl8AdVvA/00084/fake_video_fake_audio.mp4,1
id05284/5h-wdeIk3R4/00013/fake_video_real_audio.mp4,1
id07974/T8J1eCtcOpo/00206/real.mp4,0
id04997/6Itub0VxEcY/00083/fake_video_fake_audio.mp4,1
id05576/VxX9z-rtpZM/00285/real_video_fake_audio.mp4,1
id01035/YboZNAr8uR8/00017/fake_video_real_audio.mp4,1
id01274/cWkqjjes76M/00170/fake_video_fake_audio.mp4,1
id01160/vzqDKOM4uYs/00474/real.mp4,0
id07552/ALeyWlvOyp0/00004/real_video_fake_audio.mp4,1
id08334/K3dTcuLvhv4/00161/fake_video_fake_audio.mp4,1
id03304/jsbdvTwDL_Y/00287/real_video_fake_audio.mp4,1
id02576/j1buwPTWluo/00124/real.mp4,0
id04029/q3uQG50hsB8/00076/real_video_fake_audio.mp4,1
id05401/N83NwI-DEZk/00183/fake_video_fake_audio.mp4,1
id00888/aA8BeXjYr5U/00280/real_video_fake_audio.mp4,1
id06347/dnzyIinCVek/00302/fake_video_real_audio.mp4,1
id09070/SR72T4E6woU/00052/fake_video_fake_audio.mp4,1
id02299/OW5T_MkPwdM/00167/real_video_fake_audio.mp4,1
id08696/Jpuwb0kXqyQ/00259/real_video_fake_audio.mp4,1
id05010/07VagMtD3gA/00004/real_video_fake_audio.mp4,1
id01769/hLdeuhMH4PE/00322/real.mp4,0
id05353/CAY95d_BOBE/00005/real.mp4,0
id06368/mfSgJ_g28yE/00315/real_video_fake_audio.mp4,1
id04221/pjsxRr1_d8w/00315/real_video_fake_audio.mp4,1
id04236/orcfUbrJijc/00132/real_video_fake_audio.mp4,1
id06866/VFof0T9MMAY/00289/fake_video_real_audio.mp4,1
id03821/KZPfSS8wVwg/00241/real.mp4,0
id00385/f1exo0DVRwg/00324/fake_video_fake_audio.mp4,1
id08373/Vt2plLJq55A/00102/fake_video_fake_audio.mp4,1
id00903/Do6wp9Vydys/00041/real.mp4,0
id04195/2r5Mp0-jOYk/00014/fake_video_fake_audio.mp4,1
id02139/1QiOcletXGo/00037/fake_video_fake_audio.mp4,1
id04294/c7U_PBljm5g/00023/fake_video_fake_audio.mp4,1
id06415/hxWlmpFsetc/00365/real.mp4,0
id04216/jrpT61FdyVE/00300/fake_video_fake_audio.mp4,1
id03786/ayHJ5FqWLt0/00308/real_video_fake_audio.mp4,1
id07457/ZVfnk-zwma4/00105/fake_video_real_audio.mp4,1
id02392/QPyndR_XqA0/00199/real.mp4,0
id05691/8oN9s5Hpmy0/00102/real_video_fake_audio.mp4,1
id01237/3evSgXde0z0/00067/fake_video_fake_audio.mp4,1
id01006/pvWiESLlJFg/00381/fake_video_real_audio.mp4,1
id08694/Ly9cKqTGaFA/00140/fake_video_fake_audio.mp4,1
id01521/wo0AVntbA08/00140/real_video_fake_audio.mp4,1
id07170/M6cMmNS1hhE/00057/fake_video_fake_audio.mp4,1
id00575/lwdRRxO4mYw/00107/fake_video_real_audio.mp4,1
id01054/cW3MJvTYmsQ/00243/real.mp4,0
id07421/ZLmc9nS4fks/00264/real_video_fake_audio.mp4,1
id01121/zIyluQxgmAs/00494/real.mp4,0
id00169/jupBewujLGo/00031/fake_video_real_audio.mp4,1
id08820/I6g7dsEzbss/00067/real.mp4,0
id08609/6saBTa8HIe0/00023/fake_video_real_audio.mp4,1
id07415/qpc5DD60-z4/00436/real_video_fake_audio.mp4,1
id03967/_cUYE8Y_GuU/00045/real.mp4,0
id04301/NQSGCRxR4eY/00038/real.mp4,0
id08628/F_yQ-iG2ptQ/00031/fake_video_fake_audio.mp4,1
id06412/JT3aJIjWmyA/00061/real.mp4,0
id04704/WIMNIvgGIDE/00088/fake_video_fake_audio.mp4,1
id03720/znvty581zUY/00193/fake_video_fake_audio.mp4,1
id04684/ZV1yfCOfhng/00268/real_video_fake_audio.mp4,1
id08696/B8nZX3w62Fg/00053/real.mp4,0
id03532/c8WrXrwBSsc/00244/real.mp4,0
id01432/GAgIFcz-qBU/00008/real_video_fake_audio.mp4,1
id05816/7jt8zGB27QQ/00025/fake_video_real_audio.mp4,1
id02093/uY_qmuL-M_w/00083/real_video_fake_audio.mp4,1
id06347/21_qFbYKi88/00038/real_video_fake_audio.mp4,1
id08334/_THFvzlVZGc/00216/fake_video_fake_audio.mp4,1
id02896/aYwBKq96Roc/00050/fake_video_real_audio.mp4,1
id04084/Dy-NcJ2tveg/00009/real.mp4,0
id06414/nYwoaIB2fJ8/00365/fake_video_real_audio.mp4,1
id01434/hZwVVW2tqQM/00134/real.mp4,0
id04886/zCJDXA2d7Nc/00126/fake_video_fake_audio.mp4,1
id07574/tQm5jzfOgpw/00208/real_video_fake_audio.mp4,1
id07647/JGsYZrmFjhI/00085/real_video_fake_audio.mp4,1
id03428/xGuSHdjM72k/00131/fake_video_real_audio.mp4,1
id01397/H256GCDVfng/00011/real.mp4,0
id04842/3NZ_KaOjW1g/00036/fake_video_real_audio.mp4,1
id08551/ahwRGSql9A0/00126/real.mp4,0
id02948/AXjiOxG98OI/00080/fake_video_fake_audio.mp4,1
id03383/x1S9HqWH1Sk/00086/fake_video_real_audio.mp4,1
id04757/hPfZoM0pBpQ/00343/real_video_fake_audio.mp4,1
id05640/ZqNlb78dETs/00163/fake_video_real_audio.mp4,1
id01048/RVMa1qm67r8/00067/fake_video_fake_audio.mp4,1
id02948/ZdxdltaD-qM/00283/fake_video_fake_audio.mp4,1
id04163/3uKEpajFt9Y/00081/real_video_fake_audio.mp4,1
id03632/kEzf913F2X0/00123/fake_video_real_audio.mp4,1
id06333/ceHtcDhNlck/00039/real.mp4,0
id01741/f1Z8NZWdSUU/00121/fake_video_real_audio.mp4,1
id05917/efm99I8HxvY/00124/fake_video_fake_audio.mp4,1
id04842/Vw9eXDBEcwI/00343/fake_video_fake_audio.mp4,1
id08483/UxqNRYNAgSs/00035/real_video_fake_audio.mp4,1
id05664/F6muekaA5xI/00121/real_video_fake_audio.mp4,1
id07726/lPew3TN9dv4/00289/fake_video_fake_audio.mp4,1
id05057/gGsN0_aMVMA/00381/fake_video_fake_audio.mp4,1
id07497/_ofMtngd8wY/00261/fake_video_real_audio.mp4,1
id03977/ihtFE4ck4Is/00114/fake_video_real_audio.mp4,1
id08066/ujKpERARNvA/00444/real_video_fake_audio.mp4,1
id06622/Em732nsmLew/00027/real.mp4,0
id01648/4pTYq2el8ZY/00070/fake_video_fake_audio.mp4,1
id03903/tOL99jTiw4g/00049/real_video_fake_audio.mp4,1
id07363/NVwApUBi-kQ/00033/fake_video_real_audio.mp4,1
id01768/GPWyZK_suAk/00100/fake_video_fake_audio.mp4,1
id07421/PPTkgFB4gTk/00173/real.mp4,0
id05916/sn_P1zupIcY/00447/real.mp4,0
id07418/b3NgNZuuaSU/00320/real.mp4,0
id00670/pqcJDpYdtQY/00073/real_video_fake_audio.mp4,1
id01593/CPcadbFB-Pw/00097/real_video_fake_audio.mp4,1
id01425/442rRVRIAcs/00029/real.mp4,0
id06692/9vs0zAHfI0M/00141/fake_video_fake_audio.mp4,1
id02361/PuPN7leuips/00242/fake_video_fake_audio.mp4,1
id07531/p8bPfzIF8Qg/00361/fake_video_fake_audio.mp4,1
id04097/FYKNJ3jbgM4/00174/fake_video_fake_audio.mp4,1
id04094/wVAAa0MALW8/00487/real_video_fake_audio.mp4,1
id04647/EJjtu3LnWws/00049/fake_video_fake_audio.mp4,1
id07713/gw5ehnvPqiU/00117/fake_video_real_audio.mp4,1
id01523/r9rWfI-6E2U/00390/real_video_fake_audio.mp4,1
id03779/y-ydW4gTRXs/00064/real_video_fake_audio.mp4,1
id08904/I5NZzFLZIGE/00151/real_video_fake_audio.mp4,1
id02432/b9_y9jrY8Xo/00068/real.mp4,0
id05022/dgmPL2C9TwQ/00068/fake_video_real_audio.mp4,1
id05135/FtXoOyy27mw/00013/real.mp4,0
id07975/gOiSnXKI5zY/00149/fake_video_fake_audio.mp4,1
id01688/3z0acrICjdo/00004/fake_video_real_audio.mp4,1
id04555/_2gxBd2Z3Mw/00067/fake_video_fake_audio.mp4,1
id00372/EYpPrLNLVEM/00050/real.mp4,0
id06368/lvFW5-TD2qM/00290/real.mp4,0
id01043/9zVJF3bks0I/00049/fake_video_fake_audio.mp4,1
id03687/iO7-Sv-oZKk/00083/fake_video_real_audio.mp4,1
id00620/kVUYPTwcwl4/00310/real_video_fake_audio.mp4,1
id06792/AeFV1jrqye4/00120/real_video_fake_audio.mp4,1
id05349/E6jOibfOdz4/00017/real_video_fake_audio.mp4,1
id04373/WGHNKJt5ego/00071/fake_video_fake_audio.mp4,1
id01042/Hyg9BhqESxU/00053/fake_video_fake_audio.mp4,1
id06020/wZX-6p1Ga9k/00139/fake_video_real_audio.mp4,1
id02271/SCR1MqhwuU8/00146/real.mp4,0
id07043/uVCHDRRzLrg/00416/real.mp4,0
id01768/uBYONihcqiA/00356/fake_video_fake_audio.mp4,1
id00759/s7QTCyFhf1w/00184/real_video_fake_audio.mp4,1
id00330/OPNLcnfwEsI/00054/real.mp4,0
id01769/tPFqOhSU28U/00407/real_video_fake_audio.mp4,1
id08704/7BI7we3x-xA/00050/real_video_fake_audio.mp4,1
id05231/n-KjShAjUag/00112/fake_video_fake_audio.mp4,1
id05284/M-dePIohlIA/00038/real_video_fake_audio.mp4,1
id08278/2DOETlMZnD4/00128/real.mp4,0
id02087/s1NTimrx50E/00427/real_video_fake_audio.mp4,1
id00876/BhhO966SHcQ/00100/fake_video_fake_audio.mp4,1
id03733/Fuqs3ed2UZI/00113/fake_video_real_audio.mp4,1
id01615/p5u8Khs-tDo/00039/real.mp4,0
id05771/afKpCid91lY/00419/real.mp4,0
id04964/LrzhKa0vTl8/00060/real.mp4,0
id04946/SpWDz-sKXXI/00010/fake_video_fake_audio.mp4,1
id04300/jTsSM0ljJiw/00260/fake_video_real_audio.mp4,1
id06913/KNDyf594xQg/00056/fake_video_real_audio.mp4,1
id02343/lSBRLcJxudc/00311/fake_video_real_audio.mp4,1
id00568/GlTCYJD3iTs/00089/fake_video_fake_audio.mp4,1
id01694/qrLuKwOCkmM/00396/real_video_fake_audio.mp4,1
id01711/JSVAaIgmg-U/00008/fake_video_real_audio.mp4,1
id07170/FZyy9j0I2io/00034/fake_video_fake_audio.mp4,1
id02760/wTkb_w9rumg/00471/fake_video_real_audio.mp4,1
id01614/u_t516SW3Y0/00457/real.mp4,0
id08014/jGtNm_0g7vk/00114/fake_video_fake_audio.mp4,1
id02361/rPvrWcenDKc/00346/real.mp4,0
id07358/DPMp0XhFe3o/00051/real_video_fake_audio.mp4,1
id01648/3TOgnBnEonY/00062/real.mp4,0
id00281/xpNrZg7Enkw/00202/fake_video_real_audio.mp4,1
id04624/MVeHDoS8H6I/00054/fake_video_fake_audio.mp4,1
id01694/vczX87cqkLE/00455/fake_video_real_audio.mp4,1
id07642/tbu5JcqxK3M/00315/real_video_fake_audio.mp4,1
id01058/HFWDJtaZlRk/00066/fake_video_real_audio.mp4,1
id04897/HE0CD-HoIWc/00026/real_video_fake_audio.mp4,1
id08803/yEpzZWcbfvA/00099/fake_video_real_audio.mp4,1
id00460/F1IYxdRuKQc/00016/fake_video_fake_audio.mp4,1
id01209/6TrExnz0Yow/00093/real_video_fake_audio.mp4,1
